,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Summary,Meta_Score,User_Review
5707,Bayonetta,PS3,2009.0,Action,Sega,0.44,0.41,0.21,0.17,1.23,2010-01-05,"Bayonetta is a stylish and cinematic action game directed by creator Hideki Kamiya. A member of an ancient witch clan and possessing powers beyond the comprehension of mere mortals, Bayonetta faces-off against countless ethereal enemies, many reaching epic proportions, in a game of 100% pure, unadulterated all-out action. Outlandish finishing moves are performed with balletic grace as Bayonetta flows from one fight to another. With over-the-top action taking place in stages that are a veritable theme park of exciting attractions, Bayonetta pushes the limits of the action genre, bringing to life its fast-paced, dynamic climax combat. [Sega]",90.0,8.1
5717,Madden NFL 17,PS4,2016.0,Sports,Electronic Arts,0.92,0.08,0.0,0.23,1.23,2016-08-23,"Madden NFL 17 Franchise = Take your team all the way and put yourself at the center of your team’s Championship run in Franchise mode, delivering new ways to play and more decisions to make. Added features include the practice squad, full-player editing, and the in-game ticker that keeps you updated with scores from around the league. Know your opponents’ tendencies every week, then pick the right drills to attack and counter those tendencies in game. This new level of strategy promises to deliver more variety and more fun when preparing for your next opponent, whether it’s a user or a computer simulated player. [Electronic Arts]",83.0,5.3
5725,Boom Blox,Wii,2008.0,Puzzle,Electronic Arts,0.72,0.38,0.0,0.12,1.23,2008-05-06,"Boom Blox is the first game developed in collaboration between EA and director and producer, Steven Spielberg. This high-energy game features over three hundred levels, a variety of activities, a cast of over thirty wacky characters, and an easy-to-use in-game editor that allows players to express their creativity. Fun for kids and the entire family, Boom Blox offers action-packed interactive activities that takes Wii play to a new level of creativity and fun with single player, co-op, and versus gameplay. Players can explore the visceral gameplay—perfectly suited for the Wii’s interactivity—that keeps them destroying their way through brain-twisting challenges. They can interact with entertaining characters such as the Blox-laying chickens or the baseball throwing monkeys, who bring personality to the Tiki, Medieval, Frontier, and Haunted themed environments. Additionally, players can remix any level of the game in Create Mode using props, blocks, or characters that have been unlocked during the game. Players can also virtually build anything they can dream up. Plus, their designs can then be shared with friends or used to challenge others to solve their newly created puzzle via WiiConnect24. [Electronic Arts]",85.0,8.0
5726,The Sims 2: Castaway,Wii,2007.0,Simulation,Electronic Arts,0.45,0.64,0.0,0.14,1.23,2007-10-23,"Help your Sims build a life from scratch after washing ashore on a deserted tropical island. Overcome the forces of nature to help them become the ultimate survivors and thrive in this undiscovered paradise while unearthing clues that will lead them back to civilization. Build shelters, craft unique items, and discover many useful treasures and ancient mysteries hidden deep within a diverse jungle environment filled with plants, fruits, and even wildlife. Your Sims change as they take on the challenges of island life and learn to survive in style. Create a new life for your Sims on an uncharted island in The Sims 2 Castaway. [Electronic Arts]",73.0,7.8
5738,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010.0,Fighting,Namco Bandai Games,0.42,0.47,0.15,0.18,1.22,2010-10-19,"Developed by CyberConnect2, NARUTO SHIPPUDEN: Ultimate Ninja STORM 2 faithfully recreates the anime series and fully immerses players in the mythical ninja world with new expansive environments, missions, battle systems and gameplay modes. Taking players through the NARUTO SHIPPUDEN story arc, daring ninja warriors must strategically recruit the right support characters to ensure victory against any and all opponents. With the winning combination, players can easily unleash bigger and more explosive Team Special Techniques to obliterate enemies who stand in the way.",76.0,8.3
5742,Mario Power Tennis,GC,2004.0,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,2004-11-08,"The popular N64 tennis game returns with even more powerful shots, new power-ups, and wild environments. Now you can join all your favorite characters from the Mushroom Kingdom--including Mario, Donkey Kong, Bowser, and Peach--on various courts inspired by Nintendo games. Each character has a special strength that you can use for both offense and defense. Build up your skill points in single-player challenges or practice your skills in four-player matches.",80.0,8.5
5743,F1 2011,PS3,2011.0,Racing,Codemasters,0.12,0.75,0.11,0.25,1.22,2011-09-20,"In F1 2011 players will be challenged to ‘Be the driver, live the life, go compete,’ with wide-ranging technical and gameplay advancements on and off track and vastly extended competitive and co-operative multiplayer components. F1 2011 will feature all of the official teams, drivers and circuits from the highly anticipated 2011 FIA FORMULA ONE WORLD CHAMPIONSHIP, including the current FIA FORMULA ONE Drivers’ World Champion Sebastian Vettel. The 2011 season also sees the debut of the 2011 FORMULA 1 GRAND PRIX OF INDIA at Delhi’s Jaypee International Race Circuit and the return of the iconic Nürburgring to the calendar.",84.0,7.2
5768,Cars,PSP,2006.0,Racing,THQ,0.72,0.29,0.0,0.21,1.22,2006-06-06,"Race to the finish line as you live all the fun and excitement of the Walt Disney Pictures presentation of a Pixar Animation Studios film, ""Cars."" Play as all your favorite characters as you help Lightening McQueen capture the coveted Piston Cup Championship. The game is a story-based racing adventure game that relives all of the key moments of the movie. It features more than 10 playable characters from the film and an open world environment with more than 50 races. [THQ]",73.0,7.7
5840,Golden Sun: The Lost Age,GBA,2002.0,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22,2003-04-14,"It is the dawn of a new age...And the heroes of Golden Sun have been abandoned. Now, the world is falling into darkness. A new band of adventurers is the world's final hope...but they may also be its doom. Pursued by the heroes of the original Golden Sun, they must race to complete their quest before the world becomes lost to the ages.",86.0,8.9
5841,NBA 2K2,PS2,2002.0,Sports,Sega,0.59,0.46,0.01,0.15,1.22,2001-10-24,"Exploit the defender with a lightning quick drop step move before you launch all out attack, finishing with an impressive dunk! With enhanced player performance such as this, the most renowned basketball game ever has been improved on all levels. Run the floor with new moves, exploit the new steal system then stand back in awe as you're put right behind the cameras in replay mode. With the addition of legendary urban playground courts, including the famous Mosswood Park, NBA2K2 is the true basketball experience.",93.0,7.4
5865,Super Street Fighter IV: 3D Edition,3DS,2011.0,Fighting,Capcom,0.55,0.44,0.14,0.09,1.22,2011-03-27,"The latest version of Street Fighter makes its transition to the Nintendo 3DS with Super Street Fighter IV: 3D Edition. The console experience is now in the palm of your hand with new features that utilize the capabilities of the Nintendo 3DS to its fullest. Packed with 35 playable characters, bonus stages and cinematic Ultra combos, Super Street Fighter IV: 3D Edition expands the action by allowing you to fight your friends around the world using Wi-Fi. New to the franchise are the figurine mode, which utilizes the Street Pass feature to add a collectible meta-game, and the 3D over-the-shoulder camera option that takes fighting to new depths. For those new to the franchise, a simple mode has been added allowing players to pull off challenging moves with a single touch of the screen.",85.0,8.0
5866,Fuzion Frenzy,XB,2001.0,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21,2001-11-14,"Fuzion Frenzy combines the continuous, frenetic action of a futuristic street sport with the action-packed fun of minigames set in a dynamic 3D urban environment. The minigames require strategy and skill to conquer and cover a variety of activities, including: playing tag, collecting and stealing orbs, racing spheres, swatting bugs, lighting fireworks, and playing hot potato with dynamite. Six arenas and more than 45 minigames provide plenty of competitive fun for up to four players.",70.0,7.0
5867,Sly Cooper and the Thievius Raccoonus,PS2,2002.0,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21,2002-09-23,"Sly Cooper was born into the world's greatest thieving family. On his eighth birthday, Sly is presented with the ""Thievius Raccoonus,"" an ancient thieving instruction guide passed down through his family for generations. Later that evening, a gang of ruthless villains break into his harmonious home to steal the valuable heirloom. As Sly watches in terror, the intruders overpower his father and split the ""Thievius Raccoonus"" into pieces, which they divide between themselves. Ten years later, Sly is out to steal the ""Thievius Raccoonus"" back and reclaim what is rightfully his. He enlists the help of his gadget genius pal, Bentley, and his big eager friend Murray, and the trio embark on a quest to help Sly prove he is the world's greatest thief and to restore honor to his family's name. [Sucker Punch]",86.0,8.5
